"","id","round","kernel","env","tau","lambda","beta","kError","recency","surprise","negsurprisebias","step","x","y","z","prev_z","chosen","distance"
"1",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,1,9,7,36.8157740182183,-1,87,-1
"2",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,2,3,7,19.0112475671351,36.8157740182183,81,4
"3",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,3,7,2,42.9634970144089,19.0112475671351,30,5
"4",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,4,7,2,42.9634970144089,42.9634970144089,30,5
"5",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,5,8,6,45.1607178223008,42.9634970144089,75,2
"6",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,6,6,2,52.447930254316,45.1607178223008,29,4
"7",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,7,10,10,48.7332193355007,52.447930254316,121,0
"8",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,8,5,7,18.8739181505197,48.7332193355007,83,2
"9",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,9,0,9,12.1854222733988,18.8739181505197,100,9
"10",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,10,0,7,14.8949346153844,12.1854222733988,78,7
"11",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,11,10,4,82.6623863051544,14.8949346153844,55,6
"12",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,12,9,4,80.3663242807725,82.6623863051544,54,5
"13",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,13,7,6,34.4631319713405,80.3663242807725,74,1
"14",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,14,2,2,81.3102585624774,34.4631319713405,25,0
"15",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,15,3,3,97.5958112737799,81.3102585624774,37,0
"16",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,16,6,2,52.447930254316,97.5958112737799,29,4
"17",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,17,8,9,44.2277773809468,52.447930254316,108,1
"18",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,18,5,7,18.8739181505197,44.2277773809468,83,2
"19",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,19,2,2,81.3102585624774,18.8739181505197,25,0
"20",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,20,8,7,35.1778059995813,81.3102585624774,86,1
"21",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,21,7,6,34.4631319713405,35.1778059995813,74,1
"22",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,22,5,8,11.2187395741351,34.4631319713405,94,3
"23",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,23,10,2,81.6408684245284,11.2187395741351,33,8
"24",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,24,3,3,97.5958112737799,81.6408684245284,37,0
"25",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,25,10,7,26.0797514616551,97.5958112737799,88,3
"26",1,1,"Smooth",10,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,26,4,9,17.3204246503954,26.0797514616551,104,5
"27",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,1,0,8,39.8558061980835,-1,89,-1
"28",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,2,3,6,57.3737141326914,39.8558061980835,70,3
"29",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,3,6,6,53.311865572862,57.3737141326914,73,0
"30",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,4,9,5,24.6756997708118,53.311865572862,65,4
"31",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,5,3,3,66.7127522872983,24.6756997708118,37,0
"32",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,6,3,3,66.7127522872983,66.7127522872983,37,0
"33",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,7,7,8,22.2638246783789,66.7127522872983,96,1
"34",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,8,5,9,36.2042752440085,22.2638246783789,105,4
"35",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,9,6,4,96.2248891728972,36.2042752440085,51,2
"36",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,10,2,0,88.3594152047189,96.2248891728972,3,2
"37",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,11,6,2,76.2154010587137,88.3594152047189,29,4
"38",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,12,0,5,12.3350143300967,76.2154010587137,56,5
"39",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,13,8,10,59.6756460842919,12.3350143300967,119,2
"40",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,14,3,7,53.0985520318862,59.6756460842919,81,4
"41",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,15,0,8,39.8558061980835,53.0985520318862,89,8
"42",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,16,8,4,82.3720950519791,39.8558061980835,53,4
"43",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,17,4,0,66.8092274303113,82.3720950519791,5,4
"44",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,18,1,2,81.9659305649511,66.8092274303113,24,1
"45",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,19,5,6,63.9428516421751,81.9659305649511,72,1
"46",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,20,3,4,65.095209817295,63.9428516421751,48,1
"47",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,21,1,8,37.6677623781021,65.095209817295,90,7
"48",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,22,3,3,66.7127522872983,37.6677623781021,37,0
"49",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,23,0,8,39.8558061980835,66.7127522872983,89,8
"50",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,24,7,8,22.2638246783789,39.8558061980835,96,1
"51",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,25,8,4,82.3720950519791,22.2638246783789,53,4
"52",1,2,"Smooth",12,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,26,1,4,29.3982207353102,82.3720950519791,46,3
"53",1,3,"Smooth",6,-1.07505693413588,0.465023069555185,1.29798402445707,NA,0,0,0,1,5,3,19.1828749264272,-1,39,-1
