"","id","round","kernel","env","tau","lambda","beta","kError","recency","surprise","negsurprisebias","step","x","y","z","prev_z","chosen","distance"
"1",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,1,3,5,43.8225260675071,-1,59,-1
"2",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,2,2,3,69.58790547227,43.8225260675071,36,1
"3",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,3,5,0,55.8989849634101,69.58790547227,6,5
"4",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,4,5,2,54.8362235775719,55.8989849634101,28,3
"5",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,5,10,4,38.6752190157275,54.8362235775719,55,6
"6",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,6,6,1,58.9750362586505,38.6752190157275,18,5
"7",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,7,3,10,67.2830597882211,58.9750362586505,114,7
"8",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,8,1,2,75.0049261400183,67.2830597882211,24,1
"9",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,9,1,2,75.0049261400183,75.0049261400183,24,1
"10",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,10,0,7,61.9558391466728,75.0049261400183,78,7
"11",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,11,2,0,77.9315899171338,61.9558391466728,3,2
"12",1,1,"Smooth",8,-1.49710583202507,0.681213050199236,2.91353422397014,NA,0,794.995425909236,1.93249295953354,12,9,1,34.654867196869,77.9315899171338,21,8
