"","id","round","kernel","env","tau","lambda","beta","kError","recency","surprise","negsurprisebias","step","x","y","z","prev_z","chosen","distance"
"1",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,1,8,8,59.9450252746693,-1,97,-1
"2",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,2,0,5,59.1734444275059,59.9450252746693,56,5
"3",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,3,0,10,8.80864545862516,59.1734444275059,111,10
"4",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,4,4,4,36.4172824717418,8.80864545862516,49,0
"5",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,5,9,2,84.6329014883811,36.4172824717418,32,7
"6",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,6,7,4,24.8955546928927,84.6329014883811,52,3
"7",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,7,3,4,30.0842224767866,24.8955546928927,48,1
"8",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,8,1,10,0,30.0842224767866,112,9
"9",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,9,1,0,34.1611666479811,0,2,1
"10",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,10,3,4,30.0842224767866,34.1611666479811,48,1
"11",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,11,8,6,74.6426944237287,30.0842224767866,75,2
"12",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,12,8,8,59.9450252746693,74.6426944237287,97,0
"13",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,13,0,4,63.9567815316201,59.9450252746693,45,4
"14",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,14,8,1,60.3836169260482,63.9567815316201,20,7
"15",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,15,8,1,60.3836169260482,60.3836169260482,20,7
"16",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,16,6,10,55.0069921037448,60.3836169260482,117,4
"17",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,17,4,6,83.7026426623693,55.0069921037448,71,2
"18",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,18,5,0,62.1760452848757,83.7026426623693,6,5
"19",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,19,1,6,55.0933814610443,62.1760452848757,68,5
"20",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,20,6,10,55.0069921037448,55.0933814610443,117,4
"21",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,21,5,2,55.3674880041262,55.0069921037448,28,3
"22",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,22,7,4,24.8955546928927,55.3674880041262,52,3
"23",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,23,2,0,48.2654308472366,24.8955546928927,3,2
"24",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,24,2,9,8.83768442347175,48.2654308472366,102,7
"25",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,25,9,3,75.6601765442309,8.83768442347175,43,6
"26",1,1,"Smooth",0,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,26,10,2,71.8701497395002,75.6601765442309,33,8
"27",1,2,"Smooth",15,-1.50553873753998,1.28337654895349,2.68984867299508,NA,899.313047655867,19.018599501395,-3.83382526115961,1,3,6,9.6616096197627,-1,70,-1
