"","id","round","kernel","env","tau","lambda","beta","kError","recency","surprise","negsurprisebias","step","x","y","z","prev_z","chosen","distance"
"1",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,1,2,1,47.6768166599635,-1,14,-1
"2",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,2,1,1,41.167292354416,47.6768166599635,13,0
"3",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,3,2,3,27.9757756063571,41.167292354416,36,1
"4",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,4,2,1,47.6768166599635,27.9757756063571,14,1
"5",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,5,5,8,69.7460785994723,47.6768166599635,94,3
"6",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,6,9,0,28.9323020780923,69.7460785994723,10,9
"7",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,7,1,3,26.6587048893873,28.9323020780923,35,2
"8",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,8,2,8,59.5193869425719,26.6587048893873,91,6
"9",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,9,8,5,65.312637472994,59.5193869425719,64,3
"10",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,10,5,3,19.1828749264272,65.312637472994,39,2
"11",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,11,4,0,82.8138807844756,19.1828749264272,5,4
"12",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,12,1,4,16.4847815945602,82.8138807844756,46,3
"13",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,13,8,10,0,16.4847815945602,119,2
"14",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,14,6,8,71.1588198470103,0,95,2
"15",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,15,1,5,27.4336791133148,71.1588198470103,57,4
"16",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,16,0,4,26.7272998187316,27.4336791133148,45,4
"17",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,17,2,7,67.0243242499225,26.7272998187316,80,5
"18",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,18,8,0,47.9314482680091,67.0243242499225,9,8
"19",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,19,8,0,47.9314482680091,47.9314482680091,9,8
"20",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,20,9,5,47.6242320444197,47.9314482680091,65,4
"21",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,21,1,8,47.512008200708,47.6242320444197,90,7
"22",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,22,5,7,70.7476992878483,47.512008200708,83,2
"23",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,23,3,1,54.7274205285189,70.7476992878483,15,2
"24",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,24,9,7,24.5382618111123,54.7274205285189,87,2
"25",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,25,10,2,36.2493921941313,24.5382618111123,33,8
"26",1,1,"Smooth",6,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,26,9,0,28.9323020780923,36.2493921941313,10,9
"27",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,1,1,7,68.9497742799192,-1,79,-1
"28",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,2,3,1,68.2265782892285,68.9497742799192,15,2
"29",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,3,0,0,100,68.2265782892285,1,0
"30",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,4,9,10,79.9937143258975,100,120,1
"31",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,5,5,5,33.0126496389291,79.9937143258975,61,0
"32",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,6,2,3,69.58790547227,33.0126496389291,36,1
"33",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,7,5,4,30.0189003767715,69.58790547227,50,1
"34",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,8,8,8,32.9326760979808,30.0189003767715,97,0
"35",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,9,1,5,62.0512163176055,32.9326760979808,57,4
"36",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,10,8,6,0,62.0512163176055,75,2
"37",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,11,10,2,36.4920822803659,0,33,8
"38",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,12,1,2,75.0049261400183,36.4920822803659,24,1
"39",1,2,"Smooth",8,-1.42722846106213,1.56279064339727,2.72092896244266,NA,525.026290759713,0,1,13,1,2,75.0049261400183,75.0049261400183,24,1
